"순번","민원제목","민원내용","민원등록일","민원수정일","민원답변일","처리부서","진행상태","민원인주소_법정동"
242,"[생활불편신고]장애인 전용주차구역 불법주차","안녕하세요. 저는 광주광역시에 거주하고 있고, 지난 7월 7일 친구들과 또 그 아이들과 함께 부안은 다녀온 관광객입니다.우선 제가 이 글을 군수님께 올리는 이유에 대해문화와 자연, 역사가 하나 되고 무엇보다 일몰이 너무 아름다워 전라도에서도 손꼽히는 관광지역으로 유명한 부안군이 영화 ‘변산’의 개봉에 힘입어 명실상부한 전국의 대표 관광지로 자리매김하기를, 저 또한 전라도민의 한사람으로써 진심으로 응원하고 기원하는 마음임을 말씀드립니다. 지난 7월 7일 토요일 부안에 사는 친한 친구의 추천으로 현재 각종 블로그, 인스타그램등 SNS를 통해 ‘변산’촬영지로 꽤나 유명세를 탄 ‘소우’라는 식당을 찾았습니다.#1저희는 애들 포함 총12명이라고 예약을 한 후 식당을 갔습니다. 그런데 식당 주인아주머니께서 애들이 많다고 식당을 들어서는 순간 인상을 찌부리셨습니다. 저희는 에어컨이 있는 홀로 예약을 했었지만 무더운 날씨임에도 불구하고 다른손님들을 배려하는 차원으로 마당으로 나가겠다고했더니 아주머니는 흥쾌히 마당의 평상과 테이블을 쓰라고 하셨습니다. 그런데 그 말이 떨어지기 무섭게 아주머니가 바로 평상에 다른 손님을 앉히셨습니다. 그 상황이 너무 당황스워 “평상 저희 쓰라고 하셨잖아요.” 하니“밥 애들끼고 안먹일거에요?” 라며 퉁명스럽게 말씀하십니다.‘애들을 끼고 먹인다’는 표현도 어디서 들어보지 못했지만 한 입으로 순간 두 말하시는 사장님이 정말 어이없었습니다.무엇보다 저희는 어른 넷에 초등학생 2명, 6세 2명, 5세 2명, 4세 3세 각 1명이었습니다. 요즘엔 4세만 되도 혼자 앉아서 밥먹거든요. 이런 애들을 의자도 없고 그 좁은 테이블에서 어떤 방법으로 ‘끼고’ 밥을 먹이라는 건지 아직도 도무지 이해가 되지 않습니다. 결국 아주머니는 인상을 쓰고 중얼중얼하시며 가셨습니다#2그 집 마당엔 황소만한 흰 개가 있습니다. 그 날은 우리 애들 말고도 우리 아이들보다 더 어린 꼬마손님들이 많았습니다. 그런데 한 남자아이가 개 옆으로 가서 장난을 치니 개가 크게 짖습니다.어디서 쏜살같이 나타난 아주머니가 “야!!!” 하고 소리를 지르십니다.개가 아니라 아이한테 개 옆으로 가지 말라고 아기를 나무라는 소리입니다. 아이를 키우는 입장에서 그 모습이 너무 황당했지만 속으로만 생각하고만 생각하고 말 문제였지요.그런데 그 뒤로도 그 개가 아기 꽁무늬를 보고 이유없이 짖자 그제서야 개한테 “이 새끼야!! 짖지마!!” 하면서 개한테 소리를 지르십니다.손님들이 많았는데도 말이죠...... #3저희가 안게 된 마당 테이블과 평상의 사잇바닥을 장독대 뚜껑으로 꾸며놓으셨더라구요. 그래서 원래 약속데로 저희는 애들은 평상에 앉혔고, 어른은 테이블에 앉았습니다. 그 장독대를 밟지 않고서는 애들이 우리에게 올수 없는 구조지요. 저희 애들이 아니라 그 누구라도 평상과 테이블을 오갈때는 장독대 뚜껑을 밟아야합니다. 그런데 우리 애들중 한 아이가 거길 잘못 밟아 장독대 뚜껑이 두동강이가 났습니다.그런 상황은 두말할 것 없죠. 일단 잘못은 우리가 했고, 그래서 진심으로 죄송했고 당연히 변상을 해 드리는게 맞는겁니다. 그래서 때마침 음식을 갖고 오신 종업원 아주머니께 “저희 아이들이 깼는데 어떡할까요“ 하니. 웃으시면서 아이들이 그걸 어떡하겠어요~~”하시며 인자하게 말씀하십니다. 그런데 얼마 있다가 주인아주머니가 나타나셔서 우리에게 다짜고짜 다소 해석이 필요한 말씀을 던지셨습니다.“그러니까 우리집엔 애들 먹일거 없어요!!” 누가 깨도 깰 수밖에 없는 장독대 뚜껑이었습니다. 뻔히 사람이 걸어다니는 바닥이니까요. 물론 밟지마라는 안내문은 어디에도 없었구요. 하지만 일단 잘못을 한건 우리쪽이고 일단 애들이 같이 있었기 때문에 한마디 변도 하지 않고 죄송하다고 변상해드린다고 했더니, 어디 팔지도 않는거라면 이뚜껑 저뚜껑 덮어보시더니 3-4만원 한다고 하시더라고요.그런데 아주머니의 말씀은 두고두고 곱씹게 되네요...그집에서 절찬리 판매중이 소바, 고추장없는 야채비빔밥, 만두튀김... 이거 못먹는 애들이 있는지 궁금합니다. 아주머니 말씀의 의미는 무엇일까요.#4 일단 애데리고 온 죄로 우리일행은 그누구도 인상 한번 쓰지 않고 죄송하다며.. 그 모든 순간들을 삼켰습니다. 막되먹지 않고서야 요즘 엄마들 애들있는데서 애들 보는데서 막 실랑이하고 그러지 않거든요. 우리는 얼른가자고, 그냥 맘편한데로 가자고하며 일어나서 계산을 하려하니 아주머니가 먼저 “장독대 어쩌실꺼예요” 하시길래 계좌이체해 드린다고 명함을 달라고 해서 받았습니다.그런데 하시는 말씀이 “단골이면 돈 안받겠는데..” 단골이면 받지 않겠다는 그 핑계뿐인 말씀도 이해되지 않지만 그 중에 한 친구는 4-5년째 단골이었습니다. 그 순간만큼은 계산하는 사람만 손님이었던거죠. 이곳 주인아주머니는 정말 입에서 나오는 말 마다 어록이셨습니다.#5다음날 장독대 값을 직접 드리기 위해 단골친구가 직접 찾아갔습니다. 그런데 계산한 친구가 오지않고 왜 새댁이 왔냐며 단골인걸 알아 보셨답니다. 새댁만 아니었음 더 화낼려고 했다는 말도 덧붙이시며...그리고 장독대값이 5-6만원인데 새댁 맘편히 다음에 또오라고 3만원만 받는다고 하셨답니다. 하루만에 장독대값 단가가 오른 것도 우습지만, 맘편히 또오라는 의미로 3만원만 받겠다는 그 뒷말은 뭔가요..손님이 ‘을’이 되어 본인 식당을 못가서 안달이 났다고 착각을 하시는 것 같습니다. 그런 천대를 받고 누가 또 가겠습니까 아주머니 말씀이 홀에 다른 애들이 난리를 쳐놔서 예민했었다고 하십니다. 그렇다고 애꿎은 우리한테 화풀이를 하셨다는 건가요.또 애들이 장독대 밟지 못하게 왜 안말렸냐고 원망하셨답니다. 그렇게 애지중지 귀한 물건이면 써 붙여놓으시던지 조치를 하셨어야죠. 그리고 그 귀한걸 바닥 곳곳에 깔아놓고 손님들이 알아서 꼿발딛고 피해가라는건 뭔가요.그리고 끝까지 친구에게 그러셨답니다. “새댁 우리집엔 애들 먹일거 없어요~~!! 또와요”애들 엄마가 애들 먹을거 없는 식당 가는거 보셨나요. 요즘 애들 도대체 뭐 먹는답니까.그 아주머니 말을 들으니 애 키우는 저도 잘 모르겠습니다. 소바, 비빔밥, 튀김 잘 먹는 우리 애들이 이상한건지...저희 그날 메뉴만 9개 시켜서 아이들과 다 먹고 왔습니다.온 진심을 다해, 엄마의 마음으로 군수님께 요청합니다. 아이 손님 꺼리는 곳, 아이들 먹을 것 없다는 곳 “노키즈존” 지정을 적극적으로 홍보해주시고 계도해 주시기 바랍니다.‘소우’식당은 무엇보다 ‘변산’ 영화촬영지로 이미 입소문이 나서 나름 관광객들에 의한 상당한 파급력이 있는 곳으로 보여집니다. 그러니 그곳 아주머니의 마인드라면 반드시 부안군 전체의 이미지를 위해서라도 ‘노키즈존’을 명시해야합니다.애는 싫고 돈을 벌고 싶어하는 얄팍한 상술로 존재만으로 애닳고 사랑스러운 아이들이 그런 어른들로 인해 상처받고 멀리서 여행 온 그 엄마들도 소중한 하루를 도둑 맞아버렸습니다.그 식당이 부안 첫코스였는데 기분이 너무 안좋아서 얼마있지 않고 그냥 돌아왔습니다.저희들은 위와 같은 일련의 일들을 아이들의 키우는 많은 엄마들에게 다각도의 소통창구를 통해 공유할 생각입니다.저희 모두 직장인 맘입니다. 그만큼 하루하루 아이와 함께하는 시간이 소중하지요.입소문 듣고 우리처럼 소중한 휴일에 아이들과 행복한 꿈을 품고 멀리에서부터 찾아간 가족단위 관광객들이 상처받지 않도록, 아주머니의 음식에도 짜증이 아닌 정성이 깃들 수 있도록그렇게 서로 불편하고 서로 불쾌하지 않게 '소우'식당에 대해 꼭 ‘노키즈존’ 지정 홍보부탁드립니다긴글 읽어주셔서 감사합니다.","2018-07-10",,"2018-07-11","주민행복지원실","처리완료","부안읍"
243,"지진대피소 행동요령 설치를 통한 인명피해 최소화 및 안전역량 제고방안","◐ 김제시 시내버스 부스안에 부착된 노선도 안내 개선안..^^","2017-01-02",,"2017-01-20","안전총괄과","처리완료","부안읍"
244,"음식물 쓰레기통 계속되는 도난","안녕하세요.익산을 위해 애써주시는 분들 항상 감사합니다.제가 이렇게 글을 올리는 이유는,길거리의 전단지들에 대해 시정조치를 해주시기를 부탁드리고자 해서입니다. 특히 금,토,일요일이 되면 길거리의 수많은 전단지들 때문에눈살이 절로 찌뿌려지며이 것을 치우실 분이 얼마나 힘드실까 하는 걱정도 됩니다.몇 달 혹은 일년 전쯤인가 이와 비슷한 내용의 글을 시정에 바란다에 올린 적이 있습니다.제 기억의 답변에 주의를 주고 시정조치 하신다고 한 것 같아요.그 때문인지 여전히 전단지들은 있지만 바닥에는 뿌리지 않고 차에 끼우는 모습을 보았고(하지만 운전자들은 그것을 바닥에 많이 버리는것 같더라구요...)시의 전단지에 대한 정책이나 방향에 대해 모르기 때문에 그냥 지나쳤습니다. 하지만,최근들어 바닥에 뿌려진 전단지들이 너무 많아 이건 진짜 아니다 싶어다시 한 번 글을 올리게 되었습니다.직접 찍은 사진 첨부합니다. 사진은 부송동 세옳빌딩 사거리 입니다)많은 공무에 힘드시겠지만 직접 보시고(특히 금토일 저녁~아침이 심합니다. 환경미화원분들이 청소하기 전)시정 조치 부탁드립니다.감사합니다. +참고로 이런 전단지들에 대한 시의 정책이나 생각도 알고 싶습니다.","2017-04-15","2017-04-15","2017-04-19","청소자원과","처리완료","부안읍"
245,"잉글리쉬쉽독사건 가중처벌을 바랍니다. 바라며 담당형사의 언행이 너무 불쾌했습니다.","주인잇는, 그것도 주인이 찾아 다닌 개를 그렇게 잡아 먹다니 손이 떨릴정도로 화가 납니다. 개는 보통 귀소 본능이 잇습니다.  내버려 ,"2016-10-03","2016-10-03","2016-10-06","축산과","처리완료","수송안10길"
246,"소음","전라북도 부안군 부안읍 봉덕리 730-10가로등 점멸*  *(1/1) C: 2018/03/15 00:15:10G:  *","2016-08-08","2016-08-08","2016-08-11","녹색환경과","처리완료","당산로"
247,"(SPP-1804-1900365)횡단보도 위 주차 * 첨부파일촬영시간 안내(안전신문고","장애인 전용주차구역 불법주차 원당동문굿모닝힐구형표지판 사용[  : 원당동문굿모닝힐 ]인천광역시 서구 당하동 1027-3 부근 (1/2) I : 2018.04.07 16:55:09 (2/2) I : 2018.04.07 16:55:39 A :  : I :  .[  : 1522-0660 ()]","2018-04-19",,"2018-04-25","건설교통과","처리완료","진서면"
248,"임대후 불법고물상과 건물파손","전라북도 부안군 변산면 격포리 371-91지나가는길 어민들 그물과 장비가 차도에 방치어있는 상태에서 작업도 2개 차선에 적재되여 통행에 위협을 느끼며 저녁에는 교가밑에 조명도 설치 되어있지 않어 2차사고 위험에 그대로 노출되어 있습니다. *  *(1/1) G: 2017/07/15 14:27:03G:*","2017-07-17",,"2017-07-25","친환경축산과","처리완료","부안읍"
249,"장신4차 앞에 푸드트럭 도로문제 위험","장신휴먼시아 4단지 앞에 사거리 푸드트럭 단속 안합니까?순대 떡볶이 타코야끼 붕어빵 등 아주 노점상 거리가 되어버리겠습니다.이러다가 아예 거기가 그런 거리로 자리가 잡힐까 걱정됩니다.또, 주차 문제가 너무 심각하고 시선을 가려서 길 건너는 아이들과 사람들이 위험합니다.사고날뻔한적도 여러번 목격했구요그리고 쓰레기를 너무 많이 버립니다. 노점상 단속좀 제대로 해주세요","2016-02-03","2016-02-03","2016-02-11","교통행정과","처리완료","계화면"
250,"모현육교물고임","어양동작은도서관 운영자의 문제점에 대해 동장님께 말씀드리면서 어양동작은도서관 정관을 보고 싶다고 했습니다. 내부문건이기 때문에 정보공개를 신청해야 한다고 하시기에 말씀에 따라 신청했지요. 하지만, 어양동 지역 의원님과 법률전문가께서는 주민이 알고자 할 때는 열람하게 하는 것이 원칙이라고 하셨습니다. 법률전문가께서는 어양동작은도서관정관 내용은 기관장이 먼저 시민이 알 수 있도록 잘 보이는 곳에 비치해 두는 원칙이기 때문에 돈을 지불하면서 열람할 필요가 없다고 하셨습니다. 그래서 6월 29일에 회의할 때, 재차 정보공개 신청하는 것이 맞는지를 물었습니다. 똑같이 내부문건이기 때문에 정보공개를 신청해야 한다고 단호하게 말씀하시더군요. 더 이상 대면하면서 묻기가 어렵기도 하고, 어쩌면 동장님께서 정보공개업무를 잘 몰라서 실수하셨다는 생각에 조심스럽게 민원을 올려보았습니다.답변이 올라오기만을 손꼽아 기다렸지요. 답변은 어양동주민자치위원회에서 작성하여 보관중인 문서로 어양동장이 임의로 공개하기엔 한계가 있다고 판단되어, 어양동주민자치위원회의 의견을 들어 공개하였다는 것이었습니다. 동장님께서는 공공기관의 정보공개는 법령 근거에 따라 답변을 드렸다는 아주 간단하면서 명확한 답변이 있는데도 굳이 주민자치위원회의 허락이 필요했다는 궁색한 답변을 왜 올리셨을까요. 허락을 받은 후, 저에게 와서 열람하라고 하시면 될 것을 시간을 들이게 하는 것은 물론이고 돈 까지 지불하게끔 하셨을까요. 부당하게 징수하신 것인데  환불처리 말씀은 없으시네요. 어양동작은도서관 운영자의 문제점은 어찌보면 어양동 주민이 불편을 겪고 있는 일만큼, 동장님이 나서서 해결해야 하는 것이 아닐까요. 특히 시비까지 받고 있는 어양동작은도서관이라면 동장님이 결코 관여 못할 일도 아니었을텐데요. 동장님 위치에서 운영자에게 한 마디의 주의를 줄 수 없다는 것이 맞을까요. 어양동 주민의  대표로서 이 일을 적극적으로 주민자치위원과 도서관운영자들에게 이 일의 중요성을 얼마든지 말씀하실 수 있은 위치있었는데 불구하고, 그러지 않았던 동장님을 이해하기가 힘이 듭니다. 오히려, 동장님께서 도서관 운영자의 눈치를 본다는 말을 하는 이용자들도 많았습니다. 이번 일을 보면 공공기관의 상하지휘체계가 무너졌다는 생각이 듭니다.     단지 제가 아는 것이 별로 없는 사람이어서 그렇게 하신걸까요. 동장님을 뵐 때 마다 제 자신이 느끼는 것이 있는데, 제가 한없이 부족하고 아는 것이 없어서 &lsquo;이렇게 무시 받는 구나&rsquo; 라는 생각이 들었습니다.제가 아는 것이 없어서 그런 대접을 받는다는 생각이 들어서 시장님께 직접 도움의 손길을 청하기로 결심했습니다. 시장님께서는 더 낮은 자세로 시민과 더 많이 소통하여 시민중심의 익산시로 만들겠다는 약속을 하셨기 때문에 꼭 도와주시리라는 확신이 생겼습니다. 공공기관 정보공개에 관한 법률을 따라서 공무원들이 정보공개를 하고 있는지 감독해주세요.그리고 이번 기회에 부탁드릴 것이 있습니다. 제가 어양동작은도서관 문제점을 개선시키는 일을 진행하면서 관계 공무원을 여러 차례 만났습니다. 동장님과 모현도서관 공무원을 두 차례 만남과 전화 그리고 &ldquo;시정에 바란다&rdquo;에 똑같은 내용을 물었는데, 모두 다 진실을 왜곡한 답변 뿐이었습니다. 한결같이 시민을 무지한 사람이라고 생각하고서, 이 정도 하면 될거야 하는 식이었습니다. 그런 공무원들을 대상으로 의무적으로 공무원의 본분과 자세를 바르게 가질 수 있는 연수를 실시해야 할 것입니다. 다른 지자체에서는 민원에 불성실하게 대하는 공무원을 각 부서별로 추천을 받아서 교육시킨다고 합니다. 그래도 고치지 않는 공무원에게 승진과 비롯한 부서 이동을 불이익을 주어서 개선의 효과를 크게 거두었다고 합니다.또한 잘 운영되는 주민자치센터를 소개하고 다른 동에서 이를 벤치마케팅을 할 수 있도록 하여 익산시를 발전시켜보면 어떨까 싶습니다. 저는 어양동작은도서관 문제를 해결하면서 여러 동의 주민자치센터 홈페이지를 찾아보고 분석하였습니다. 영등 1동이 가장 잘 되어있었습니다. 영등 1동 홈페이지에는 주민들에게 복지와 혜택을 공지하고 이를 신청하여 주민들이 행복한 삶을 살도록 돕고 있었으며, 민원인을 대하는 태도까지 성실히 자체 공무원들에게 공지하여 민원인들을 편안하게 섬기는 모습을 엿볼 수 있었습니다. 정말 부러웠습니다. 영등1동은 복 받은 주민이구나 싶었습니다. 어양동 주민에게 그런 행복을 찾아주세요. ","2018-05-21","2018-05-21","2018-05-30","도로공원과","처리완료","주산면"
251,"(SPP-1801-2500164)처리바래요 * 첨부파일촬영시간 안내(안전신문고 운영관","전라북도 부안군 부안읍 봉덕리 860처리바래요*  *(1/1) C: 2018/01/25 14:02:48G:  *","2018-01-25",,"2018-02-01","푸른도시과","처리완료","동진면"
252,"버스 도착 알림 전광판 설치","가까운 도시인 전주만 가더라도 버스 도착 알림 전광판이 설치되어있는데, 익산에는 버스 도착 알림 전광판이 없습니다. 이 때문에 버스가 언제 오는지 확인이 불가능하여 불편함이 많습니다. 익산의 모든 버스 정류장에 설치하는 것이 예산 부족이라면 유동인구가 많은 곳에라도 설치해주시길 바랍니다.","2017-11-20","2017-11-20","2017-11-21","교통행정과","처리완료","변산면"
253,"(SPP-1804-1600156) 불법주정차 단속해주세요 * 첨부파일촬영시간 안내(안","전라북도 부안군 보안면 하입석리 168마을안길 쇄골이 심해요*  *(1/1) G: 2018/04/09 14:24:17G:  *","2018-04-16",,"2018-04-17","건설교통과","처리완료","부안읍"
254,"사실관계 확인요청","사실관계 확인 요청2(익산시장)행정심판위원회에 제기된 휴폐업 축사 매입이행 청구의 익산시 답변서 5~6페지에 적시된 설명 관련하여 아래와 같이 사실 관계를 확인하오니 알려하여 주시기 바랍니다.1. 한센인 집단이주가 맞는지 확인 요망2. 신축 시설이 우리가 보통 인식하는 양로원 시설인지?, 개별 등기 분양하는 주택(공동주택포함)인지?, 임차시설인지? 확인 요망3. (1)양로시설이라고 하면 입소와 퇴소가 자유로운지 확인요망   (2)양로시설 입소비용이 자비인지?, 지방비(국비포함)인지 확인요망4. 개별 등기 분양하는 공동/주택이라고 하면, 주택 구입비는 지방(국가 포함)이 부담해 주는 것인지?, 입주자가 부담하는지 확인요망익산시의 답변(기존포함) 및 사실관계 확인요청들은 언론에 배포될 자료에 포함될 수 있음을 알려드립니다.   ","2017-10-15","2017-10-15","2017-10-20","녹색환경과","처리완료","계화면"
255,"(SPP-1801-2500043)처리바래요 * 첨부파일촬영시간 안내(안전신문고 운영관","도로교통법 제40조(정비불량차의 운전 금지)","2018-01-25",,"2018-02-01","민원소통과","처리완료","부안읍"
256,"시내버스 다인환승제에 관하여","익산시 배산로 24길 10-11 모현동 격포수산 건물 야간 간판조명을 밤새도록 켜놓고 있습니다.너무 밝아서 블라인드를 쳐도 환해서 잠을 뒤척일 정도입니다블라인드를 안치면 책을 볼 수있을정도로 그밝기가 너무 밝습니다.최소한 밤 12시 이후에는 건물 간판 조명을 꺼서 빛공해를 방지하여 주시기 바랍니다","2018-02-27","2018-02-27","2018-02-28","교통행정과","처리완료","부안읍"
